PRODUCTO ;group;Marca;CATEGORIA;;;
ERBITRAX-T  250MG C/7 TABS TERBINAFINA (LOEFFLER);;LOEFFLER;ANTIFUNGICO;;;
ERISPAN  C/1 AMP Y JERINGA BETAMETASONA (MAVER);;MAVER;CORTICOESTEROIDE;;;
ERISPAN COMPUESTO PEDIATRICO 60ML (MAVER);;MAVER;CORTICOESTEROIDE;;;
ERITROLAT 60ML ERITROMICINA (LIFERPAL);;LIFERPAL;ANTIBIOTICO;;;
ERITROMICINA  500MG C/20 TABS. (ALPHARMA);;ALPHARMA;ANTIBIOTICO;;;
ERITROMICINA 250MG SUSP (NEOLPHARMA);;NEOLPHARMA;ANTIBIOTICO;;;
ERITROMICINA 500MG C/20 TABS (RANDALL);;RANDALL;ANTIBIOTICO;;;
ERITROVIER T 500MG C/20 TABS ERITROMICINA (TECNOFARMA);;;;;;
ESCITALOPRAM 10MG C/28 TABS (AMSA);;;;;;
ESKAFIAM C/30 TABLETAS (GLAXO SMITH KLINE)        ;;;;;;
ESKAPAR 200MG C/16 CAPS NIFUROXAZIDA (ARMSTRONG)        ;;;;;;
ESPABION 100ML SUSP TRIMEBUTINA (DEGORTS);;;;;;
ESPABION 200MG C/20 TABS TRIMEBUTINA (DEGORTS);;;;;;
ESPABION 200MG C/40 TABS TRIMEBUTINA (DEGORTS);;DEGORTS;ANTIESPAMODICO;;;
ESPACIL COMPUESTO 125MG/10MG C/20 CAPS (VALEANT)  ;;;;;;
ESPAVEN 30ML PEDIATRICO DIMETICONA (VALEANT)                 ;;VALEANT;ANTIESPAMODICO;;;
ESPAVEN 40/50MG C/24 TABS (VALEANT);;;;;;
Espaven Enzimatico c/50 Grageas (Valeant);;VALEANT;ANTIESPAMODICO;;;
ESPERMA VIBORA DE CASCABEL INCIENSO C/2 ;;;;;;
ESPINICIDA VOAM 19GR ;;;;;;
Espino Blanco c/150 Caps (Prosa);;;;;;
ESTOMAQUIL POLVO C/20 SOBRES 13G C/U (L.HIGIA)    ;;L HIGIA;ANTI ACIDO ;;;
ESTOMAQUIL TIRA C/24 TABS MASTICABLES MENTA (L.HIGIA)    ;;;;;;
ESTROGENOL C/100 CAPS (PLANTIMEX);;;;;;
Etabus 250mg c/15  Tabs Disulfiram (Ferring);;;;;;
Etabus 250mg c/36 Tabs Disulfiram (Ferring);;;;;;
ETER 250ML (LA FLOR);;;;;;
ETER 500ML (LA FLOR);;;;;;
EUCALIN 120ML JARABE (SALUD NATURAL);;SALUD NATURAL;SUPLEMENTO ;;;
EUCALIN 240ML JARABE (SALUD NATURAL);;SALUD NATURAL;SUPLEMENTO ;;;
Eucalin Infantil Jarabe 240ml (Salud Natural);;SALUD NATURAL;SUPLEMENTO ;;;
EUCALIN KID'S 240ML JARABE (SALUD NATURAL);;SALUD NATURAL;SUPLEMENTO ;;;
EUCALIPTINE 100MG C/10 AMP (PISA);;PISA;SUPLEMENTO ;;;
EUCALIPTINE JARABE 140ML (PISA)       ;;PISA;ANTITUSIGENO;;;
Eucamiel Unguento 60g (Anahuac);;ANAHUAC;SUPLEMENTO ;;;
EUGLUCON 5MG C/50 TABS (ROCHE);;;;;;
EUTIROX 100MG C/50 TABS (MERCK);;;;;;
EUTIROX 150MG C/50 (MERCK);;MERCK;HIPOTIROIDISMO;;;
EUTIROX 50MG C/50;;;;;;
EXCEDRIN DOLOR DE CABEZA C/10 TAB ;;;;;;
EXCEDRIN MIGRAÑA C/24 TABS;;;;;;
EXCELSIOR POMADA CALLICIDA 8G C/10 (GRISI);;GRISI;VERRUGAS/CALLOS;;;
Extermina Grasa 1g c/30 Tabletas (Dina);;;;;;
Extracto 7 Azahares 80ml (Energreen);;;;;;
Extracto Boldo 60ml;;;;;;
EXTRACTO CALENDULA 60ML (DINA);;;;;;
Extracto Cascara Sagrada 60ml;;;;;;
Extracto Cascara Sagrada 80ml (Energreen);;;;;;
Extracto Castaño de Indias 120ml (Natural Flower);;;;;;
Extracto Castaño de Indias 60ml (Natural Flower);;;;;;
Extracto Castaño de Indias 80ml (Ener Green);;;;;;
Extracto Chaparro Amargo 60ml (Aukar);;;;;;
Extracto Chaparro Amargo 60ml (Natural Flower);;;;;;
Extracto Cola de Caballo 80ml (Energreen);;;;;;
Extracto Compuesto de Chaparro Amargo Ajo 60ml (Natural Flower);;;;;;
EXTRACTO CUACHALATE 60ML (NATURAL FLOWER);;;;;;
Extracto Cuasia 60ml;;;;;;
Extracto de Ajo 60ml (Natural Flower);;;;;;
Extracto de Ajo Compuesto 60ml (Aukar);;;;;;
Extracto de Alcachofa 120ml (Natural Flower);;;;;;
Extracto de Alcachofa 60ml (Aukar);;;;;;
Extracto de Artrikar Plus 60ml;;;;;;
Extracto de Copalquin 60ml;;;;;;
EXTRACTO DE DAMIANA 75ML (GN+VIDA);;;;;;
Extracto de Damiana 80ml (Ener Green);;;;;;
Extracto de Dolokar Plus 60ml;;;;;;
EXTRACTO DE ENEBRO 75ML (GN+VIDA);;;;;;
Extracto de Equinacea c/ Propoleo 60ml;;;;;;
Extracto de Fenogreco 80ml (Ener Green );;;;;;
Extracto de Hongo Michoacano c/10 Amp (GN + Vida);;;;;;
Extracto de Muerdago 60ml (Aukar);;;;;;
EXTRACTO DE PANCREATYN 75ML (GN+VIDA);;;;;;
Extracto de Pasiflora 80ml (Ener Green);;;;;;
Extracto de Tepezcohuite 60ml (Aukar);;;;;;
Extracto de Uva Ursi Compuesto 60ml (Aukar);;;;;;
EXTRACTO DE VAINILLA 60ML (JALOMA);;;;;;
Extracto Diabe Pax 120ml (Natural Flower);;;;;;
Extracto Diabekar 60ml (Aukar);;;;;;
Extracto Diabetina 80ml (Ener Green);;;;;;
Extracto Diente de Leon 80ml (Energreen);;;;;;
Extracto Enebro 60ml;;;;;;
Extracto Equinace 80ml (Ener Green);;;;;;
Extracto Espino Blanco 60ml;;;;;;
Extracto Espino Blanco 80ml (Ener Green);;;;;;
Extracto Gastri Pax 120ml (Natural Flower);;;;;;
Extracto Ginkgo Biloba 60ml (Natural Flower);;;;;;
Extracto Golden Seal , Echinacea Ginkgobiloba 30ml (Ener Green);;;;;;
Extracto H. de SN Jn 80ml (Ener Green);;;;;;
Extracto H-Fin 30ml (Ener Green);;;;;;
Extracto Hierba de San Juan 60ml;;;;;;
Extracto Lechuga 60ml (Natural Flower);;;;;;
Extracto Meno Pax 120ml (Natural Flower);;;;;;
Extracto Migra Green 80ml (Energreen);;;;;;
EXTRACTO NATURAL DE CASTAÑO DE INIDIAS CON HAMAMELIS 60ML (DINA);;;;;;
Extracto Natural Ginkgo Biloba 60ml (Dina);;;;;;
Extracto Natural Lina-Sen 60ml (Dina);;;;;;
Extracto Natural Neem 60ml (Dina);;;;;;
Extracto Neem 60ml (Natural Flower);;;;;;
Extracto Nlerim 80ml (Ener Green);;;;;;
Extracto Ojo de Gallina 80ml (Ener Green);;;;;;
Extracto Palo de Arco 60ml (Aukar);;;;;;
Extracto Phytolaca Compuesta Tlanchalagua 60ml (Natural Flower);;;;;;
Extracto Precardil 60ml (Aukar);;;;;;
Extracto R1ñobil 80ml (Ener Green);;;;;;
Extracto Raiz de Yuca 60ml (Aukar);;;;;;
Extracto Riño Pax 120ml (Natural Flower);;;;;;
Extracto Sarivan-O 80ml (Energreen);;;;;;
Extracto Semilla de Uva 60ml (Natural Flower);;;;;;
Extracto Sinusol 80ml (Energreen);;;;;;
Extracto Tepescouite 60ml (Natural Flower);;;;;;
Extracto Thuja 60ml;;;;;;
Extracto Tila, Azahar,Valeriana 60ml;;;;;;
Extracto Uri Health 80ml (Energreen);;;;;;
FACELIT 500MG C/20 CAPS CEFALEXINA (COLLINS);;COLLINS;ANTIBIOTICO;;;
FACICAM C/20 CÁPSULAS (IPAL)                      ;;;;;;
FASTERIX UNG RECTAL 20G LIDOCAINA/ HIDROCORTISONA (FARMA HISP);;FARMA HISP;HEMORROIDE;;;
FAZOLIN F 15ML  NAFAZOLINA, FENIRAMINA (COLLINS);;;;;;
FEBRAX C/5 SUPOSITORIOS (SIEGFRIED RHEIN)         ;;SIEGFRIED RHEIN;ANTIINFLAMATORIO;;;
FEDPROS 0.4MG c/20 CAPS. TAMSULOCINA (RAAM);;;;;;
FELDENE 20MG C/20 CAPS (PFIZER);;;;;;
FENICOL OFTÁLMICO 10ML GOTAS (OFFENBACH)          ;;;;;;
FENTERMINA (Psicofarma) c/30 TABS. 30 MG.;;;;;;
FERDEPSA 15 ML. GOTAS SULFATO FERROSO (FARMADEXTRUM);;;;;;
FER-IN-SOL PEDIÁTRICO SOL 50ML (SIEGFRIED RHEIN)  ;;;;;;
FERMIG 50 MG.C/20 TABS. SUMATRIPTAN (RAAM);;;;;;
FEROMONAS HOMBRE INIDIAN (CHAKRA);;;;;;
FEROMONAS MUJER INDIAN (CHAKRA);;;;;;
Ferranina 100ml Solucion Hierro Polimaltosado (Nycomed);;NYCOMED;VITAMINA;;;
FERRANINA COMPLEX C/30 TABLETAS (TAKEDA)          ;;TAKEDA;VITAMINA;;;
FERRANINA FOL C/30 TABLETAS (TAKEDA)              ;;TAKEDA;VITAMINA;;;
FERRANINA I.M. C/3 AMP (TAKEDA)                   ;;TAKEDA;VITAMINA;;;
Ferro 4 c/30 Grageas Fumarato Ferroso, Vitamina C,B1,B6,B12 (Streger);;;;;;
FIBRA XOTZIL DURAZNO 620GR                        ;;;;;;
FIBRA XOTZIL MANGOO 620GR                         ;;;;;;
FIBRA XOTZIL MANZANA VERDE 620GR                  ;;;;;;
FIBRA XOTZIL NARANJA 620GR                        ;;;;;;
FIBRA XOTZIL ORIGINAL 620GR                       ;;;;;;
FIBRA XOTZIL VAINILLA 620GR                       ;;;;;;
FIGRAL 100MG C/4 TABS SILDENAFIL (MAVI);;;;;;
FIGRAL 100MG EXH C/20 TABS SILDENAFIL (MAVI);;MAVI;DISFUNCION ERECTIL;;;
FINASTERIDA 5MG C/30 TABS (AMSA);;;;;;
FLAGENASE 400 C/30 CAPSULAS METRONIDAZOL, (LIOMONT)             ;;LIOMONT;ANTIBIOTICO;;;
FLAGENASE 400 PEDIÁTRICO SUSP 120ML (LIOMONT)     ;;LIOMONT;ANTIBIOTICO;;;
FLAGENASE 500MG C/30 TABLETAS (LIOMONT)           ;;LIOMONT;ANTIBIOTICO;;;
FLAGYL 250MG C/30 COMPRIMIDOS (MEDLEY);;;;;;
FLAGYL 500MG C/10 OVULOS;;;;;;
FLAGYL 500MG C/30 COMPRIMIDOS METRONIDAZOL  (SANOFI);;;;;;
FLAGYL/METRONIDAZOL 125MG SUSPENSION 120ML  (MEDLEY);;;;;;
FLAGYSTATIN V 500MG/1000,000UI C/10 ÓVULOS(MEDLEY);;;;;;
FLANAX 550MG  C/24 TABS ;;;;;;
FLANAX 550MG C/30 TABS (BAYER);;;;;;
FLAUSIVER 450/50MG C/20 TABS DIOSMINA/HESPERIDINA (MAVER);;;;;;
FLEBOCAPS C/30 TABS (PHARMACAPS);;;;;;
FLENALUD 120ML HEDERA HELIX (SALUD NATURAL);;;;;;
FLOXANTINA 500MG C/12 TABS CIPROFLOXACINO (DEGORTS CHEMICAL);;;;;;
FLUOCINOLONA/METRONIDAZOL/NISTATINA c/10 OVULOS  (LOEFFLER);;LOEFFLER;ANTIBIOTICO;;;
FLUOXETINA 20MG C/14 CAPS (AMSA);;;;;;
FLUOXETINA 20MG C/14 CAPS (PSICOFARMA);;;;;;
FOLIVITAL 0.4MG C/30 TABS (SILANES) ;;;;;;
Folivital 4mg c/90 Tabs (Silanes);;;;;;
FORTICAL B C/30 GRAGEAS (SERRAL)                  ;;;;;;
Fortical Forte Iny c/3 Amp Diclofenaco, B1,B2,B12 (Serral);;;;;;
FOSFOCIL 500MG C/12 CAPS FOSFOMICINA (CETUS);;;;;;
FOSFOCIL I.M 1G  FOSFOMICINA (CETUS);;;;;;
FOSHLENN 300MG C/16 CAPS CLINDAMICINA (COLLINS);;;;;;
FURACIN POMADA 85GR (SIEGFRIED RHEIN)             ;;;;;;
FUROSEMIDA 40MG C/100 TABS (NEOLPHARMA);;;;;;
FUROSEMIDA 40MG C/100 TABS (PHARMA RX);;;;;;
GABADIOL 150 MG C/60 TABS PREGABALINA (SBL);;;;;;
Gabapentina 800mg c/30 Tabs (Ultra);;;;;;
GALAVER GEL 250ML MAGALDRATO/ DIMETICONA (MAVER);;MAVER;ANTIACIDO;;;
GARAMICINA G.U. 160MG C/5 AMP (SCHERING-PLOUGH);;;;;;
GARAMICINA G.U. 160MG HYPAC (SCHERING-PLOUGH);;;;;;
GARAMICINA OFTALMICA 10ML GOTAS (SCHERING-PLOUGH);;;;;;
GARCINIA CAMBOGIA 50MMG C/60 CAPS (DINA);;;;;;
GARCINIA GAMBOGIA 500MG C/60 1G (SANDY);;;;;;
Garcinia Gambogia 50mg c/60 Caps (Dina);;;;;;
GARCINIA GAMBOGIA C/60 (ANAHUAC);;;;;;
Garcinia Gambogia Noche 1g c/90 Tabletas (Dina);;;;;;
GASA 10 X 10 C/100 (JALOMA) ;;;;;;
GB SHAMPOO DOS 230ML  (GENOMMA);;;;;;
GB SHAMPOO UNO 230ML (GENOMMA);;;;;;
GB SOLUCION ALOPECIA 60ML (GENOMMA);;;;;;
GEL ALGAS MARINAS Y EUCALIPTO 125GR (MEGAMIX);;;;;;
GEL CASTAÑO DE INDIAS 120GR ;;;;;;
GEL CASTAÑO DE INDIAS 120GR                       ;;;;;;
GEL PEYOTE C/MARIHUANA 250GRS                     ;;;;;;
GEL VENENO DE ABEJA 120GR (ECO);;;;;;
GEL VITAL SLIM 250GR ;;;;;;
GELDAKO 10MG C/10 CAPS KETOROLACO (GEL PHARMA);;;;;;
GELMICIN 60G Betametasona,Gentamicina,Clotrimazol (COLLINS);;;;;;
GENKOVA C/5 AMP 80MG GENTAMICINA (SONS);;;;;;
GENREX I.U C/5 AMP 160MG/2ML (RAYERE);;RAYERE;ANTIBIOTICO;;;
Gentamicina c/5 Amp 160mg/2ml;;;;;;
GENTILAX C/50 TABS LAXANTE (DR. MONTFORT);;DR MONTFORT;LAXANTE;;;
GERIAL B-12 JARABE  ELIXIR (ALLEN) ;;;;;;
GESLUTIN 200MG C/15 PERLAS (ASOFARMA);;;;;;
GLANIQUE 0.75 MG C/2 COMPRIMIDOS (ASOFARME);;;;;;
GLIBENCLAMIDA 5MG C/100 TABS ;;;;;;
GLIBENCLAMIDA 5MG C/50 TABS;;;;;;
GLIBENCLAMIDA 5MG C/50 TABS (ULTRA);;;;;;
GLICERINA 120ML (JALOMA);;;;;;
GLIMETAL 2MG/1000MG C/30 TABS (SILANES);;;;;;
Glucobay 100mg c/30 Comprimidos Acarbosa (Bayer);;;;;;
GLUCOBAY 50MG C/30 COMPRIMIDOS (BAYER);;;;;;
Glucosamina 1g c/60 Tabs (Dina);;;;;;
GLUCOSAMINA 800MG C/60 TABS (FARNAT);;;;;;
GLUCOVANCE 500MG/2.5MG C/60 TABS (MERCK)          ;;;;;;
GLUCOVANCE 500MG/5MG C/60 TABS (GENERICO)        ;;;;;;
GOICOTABS VARICES C/30 TABS (GENOMMA);;;;;;
GOODSIT C/6 SUPOSITORIOS LIDOCAINA, HIDROCORTISONA (SONS);;;;;;
GOTINAL 15ML (BOEHRINGER INGELHEIM);;;;;;
GOTINAL AD NAZAL 15ML (PROMECO)                   ;;;;;;
GOTINAL INF NAZAL 15ML (PROMECO)                  ;;;;;;
GRANEODIN B C/24 MIEL LIMON ;;;;;;
GRANEODIN F C/16 TABS MIEL/LIMON FLURBIPROFENO  (BRISTOL-MYERS SQUIBB);;;;;;
GRANEODIN FRAMBUESA C/24 TABS (BRISTOL-MYERS SQUIBB);;BRISTOL MYERS SQUIBB;DOLOR ;;;
GRANEODIN MANDARINA C/24 TABS (BRISTOL-MYERS SQUIBB);;BRISTOL MYERS SQUIBB;DOLOR ;;;
GRANEODIN MENTA/EUCALIPTO C/24 TABS (BRISTOL-MYERS SQUIBB);;BRISTOL MYERS SQUIBB;DOLOR ;;;
GRANOEDIN B 10MG C/24 PASTILLAS FRAMBUESA (BRISTOL-MYERS SQUIBB)     ;;;;;;
GRAVIDINONA 500MG C/1 AMP (SCHERING);;;;;;
GRIMAL 10ML OFTALMICO (GRIN);;;;;;
GRISOVIN F.P 500MG C/30 TABS  (GLAXO SMITH KLINE);;;;;;
GROOBE 50MG C/24 CAPS DIMENHIDRINATO (GEL PHARMA);;;;;;
Guayacol con Eucalipto 650mg c/30 Caps (Anahuac);;;;;;
Guayap-tol 740mg c/30 Caps Eucalipto, Menta y Vitamina E (Medica Natural);;MEDICA NATURAL ;SUPLEMENTO ;;;
Guayap-tol Adulto Jarabe 120ml Eucalipto y Guayacol (Medica Natural);;;;;;
Guayap-tol Infantil Jarabe 120ml Eucalipto y Guayacol (Medica Natural);;;;;;
GUAYATETRA ADULTO INY (RANDALL L);;;;;;
Guayatetra c/30 Caps Eucalipto y Guayacol (Randall Laboratories);;;;;;
GYNODAKTARIN 400MG OVULOS;;;;;;
GYNODAKTARIN CREMA 3 DIAS 25GR (JANSSEN)          ;;;;;;
GYNOVIN C/21 GRAGEAS;;;;;;
H. de SN Jn 500mg c/60 Tabletas (''Garden Life'' );;;;;;
HABAS CON CASCARA C/20 BOLSAS 900GR ;;;;;;
HAIR CLEAN NEEM + PANTHENOL 2.0 OZ (PLANTIMEX);;;;;;
HALLS CEREZA C/18  (ADAMS);;ADAMS;DULCE;;;
HALLS EXPERT MIX C/18  (ADAMS);;ADAMS;;;;
HALLS EXTRA STRONG C/18  (ADAMS);;ADAMS;;;;
HALLS MENTA C/18  (ADAMS);;ADAMS;;;;
HALLS MIEL Y LIMON C/18  (ADAMS);;ADAMS;;;;
HALLS MIX C/18  (ADAMS);;ADAMS;;;;
HALLS YERBABUENA C/18  (ADAMS);;ADAMS;;;;
Hemanina c/10 Amp Extracto de Higado y Vitaminas del Complejo B (Altana);;;;;;
HEMOBION 200MG C/30 TABS (MERCK);;;;;;
HEMOSIN-K C/3 AMP (HORMONA LABS)                  ;;;;;;
HEMOSIN-K ORAL C/32 TABLETAS (HORMONA LABS)       ;;;;;;
Henna Colorante Vegetal 70grs Bolsa c/10 Sobres (Avant) (TRACY);;;;;;
HEPANAT JBE HEPATICO Y COLERETICO  120ML          ;;;;;;
HERKLIN KIT SHAMPOO 120ML + SPRAY 30ML C/PEINE (ARMSTRONG)          ;;;;;;
HERKLIN SHAMPOO 120ML C/PEINE (ARMSTRONG)         ;;;;;;
HERKLIN SHAMPOO 60ML C/PEINE (ARMSTRONG)          ;;;;;;
H-FIN JABON 100G;;;HIGIENE PERSONAL ;;;
HI-DEX 100MG C/3 AMP HIERRO (HORMONA);;;;;;
HIERBA DE SAN JUAN 1200MG C/30 CAPS (SANDY);;;;;;
Hierba del Sapo 50mg c/60 Tabletas (Ener Green);;;;;;
HIERBA DEL SAPO C/150 CÁPSULAS (PROSA)            ;;;;;;
Hierba del Sapo Plus 1g c/90 Tabletas (Dina);;;;;;
Hierro c/10 Amp (GN + Vida);;;;;;
Hierro Jarabe 340ml (GN + Vida);;;;;;
HIGROTON 50MG C/30 TABS CLORTALIDONA (SANDOZ);;;;;;
HIPEBE 0.4MG C/20 TABS TAMSULOSINA LANDSTEINER);;;;;;
HIPOGLOS TARRO 110G POMADA ;;;;;;
HISTIACIL FAM ADULTO 140 ML GUAIFENESINA, OXOLAMINA (SONOFI);;SANOFI;ANTIGRIPAL;;;
HISTIACIL FAM INFANTIL 140 ML GUAIFENESINA, OXOLAMINA (SONOFI);;SANOFI;ANTIGRIPAL;;;
HISTIACIL FAM PEDIATRICO 60ML GUAIFENESINA, OXOLAMINA  (SONOFI) ;;SANOFI;ANTIGRIPAL;;;
HISTIACIL FLU ANTIGRIPAL C/20 TABS (SANOFI)       ;;;;;;
HISTIACIL NATIX ADULTO 100ML HEDERA HELIX (SANOFI);;;;;;
HISTIACIL NATIX INFANTIL 100ML HEDERA HELIX (SANOFI);;;;;;
HISTIACIL NF PEDIATRICO 30ML DEXTROMETORFANO/ AMBROXOL (SANOFI)         ;;SANOFI;ANTIGRIPAL;;;
HONGO FIN ESMALTE 15ML (ENER GREEN);;;;;;
HONGO FIN POMADA 125GR (ENER GREEN);;;;;;
HONGO FIN POMADA 40GR (ENER GREEN);;;;;;
Hongo Michoacano 1Litro;;;;;;
HONGO-FIN SHAMPOO 260ML (ENER GREEN);;;;;;
HONGO-FIN SPRAY 150ML (ENER GREEN);;;;;;
HUEVO C/12 (GREZON);;;;;;
HUEVO KINDER C/12 (KINDER);;;;;;
HUEVO KINDER C/8 DE 12 PIEZAS ;;;;;;
HUEVO NATOONS C/12 (KINDER);;;;;;
HUEVO SORPRESA C/12 (KINDER);;;;;;
HYDRALITOS SUERO 1L (RRX)                         ;;;;;;
HYDRASOR C/25 SOBRES ELECTROLITOS (NOVAG);;;;;;
I.Q Memory 800mg c/100 Capuslas (Nature's ´P.e.t. );;;;;;
I.Q Students Memory 520g c/90 Capsulas (Nature's ´P.e.t. );;;;;;
ICADEN CREMA 20GR (BAYER)                         ;;;;;;
Icy Hot c/5 Parches Mentol 5%;;;;;;
Icy Hot Crema 85g;;;;;;
Icy Hot Spray Mentol 5%;;;;;;
ILIADIN AD GOTAS 20ML (MERCK)                     ;;;;;;
ILIADIN INF GOTAS 20ML (MERCK)                    ;;;;;;
ILIADIN LUB INF SPRAY 20ML (MERCK)                ;;;;;;
ILIADIN OXIMETAZOLINA SPRAY ADULTO 30ML (MERCK)   ;;;;;;
ILOSONE 125MG SUSP (LILLY);;;;;;
ILOSONE 250MG SUSP (LILLY);;;;;;
ILOSONE 500MG C/20 TABS (LILLY);;;;;;
IMODIUM C/12 TABLETAS (JANSSEN)                   ;;;;;;
INCIENSO VIBORA DE CASCABEL (ESOTERICO);;;;;;
INDERALICI 40MG C/30 TABLETAS (ASTRAZENECA)            ;;;;;;
INSUSYM 5MG C/100 TABS GLIBENCLAMIDA (ULTRA);;;;;;
INTERNOL 100MG C/100 TABS ATENOLOL (VICTORY);;;;;;
INTERNOL 100MG C/28 TABS ATENOLOL (VICTORY);;;;;;
INTERNOL 50MG C/100 TABS ATENOLOL (VICTORY);;VICTORY;ANTIHIPERTENSIVO;;;
IODEX CLASICO 60G (GLAXO SMITH KLINE);;GLAXO SMITH KLINE;ANALGESICO TOPICO;;;
IODEX CRITAL 60G  (GLAXO SMITH KLINE);;GLAXO SMITH KLINE;ANALGESICO TOPICO;;;
IRRESARTAN 150MG C/28 TABS (ULTRA);;;;;;
ISODINE BUCOFARINGEO 120ML (BOEHRINGER INGELHEIM) ;;BOEHRINGER INGELHEIM;ANTISEPTICO ORAL;;;
ISODINE DUCHA VAGINAL 120ML (BOEHRINGER INGELHEIM)     ;;;;;;
ISODINE ESPUMA 120ML (BOEHRINGER INGELHEIM)     ;;;;;;
ISODINE SOLUCIÓN 120ML (BOEHRINGER INGELHEIM)     ;;BOEHRINGER INGELHEIM;ANTISEPTICO ORAL;;;
ISORBID  10MG C/40 TABS DINITRATO DE ISOSORBIDA  (ARMSTRONG);;;;;;
Isox 15 D 100mg c/15 Caps Itraconazol (Senosiain);;;;;;
ITRACONAZOL 100MG C/15 TABS  (ULTRA);;;;;;
ITRACONAZOL 100MG C/15 TABS (NOVAG);;;;;;
ITRAVIL 30MG C/6O CAPS ;;;;;;
IVEXTERM 6MG C/4 TABS IVERMECTINA (VALEANT);;;;;;
JABON ABRECAMINO 90GR (BLANCA FLOR MAGICA);;;;;;
JABON ACEITE DE COCO 125GR (INDIO PAPAGO)         ;;;;;;
JABON ACEITE DE JOJOBA (INDIO PAPAGO);;;;;;
JABON ACEITE DE OSO ALMEDRAS,OLIVO Y RICINO 125GR ;;;;;;
JABON ALGAS 125GR (INDIO PAPAGO)                  ;;;;;;
Jabon Aloe Vera con Pulpa Natural 90g (Prosa) (USA);;;;;;
Jabon Antimicotico Hongo Piel 100g;;;;;;
JABON ARBOL DE TE Y EUCALIPTO 125G (INDIO PAPAGO) ;;;;;;
JABON ARRASA CON TODO (FLOR DE LUJO);;;;;;
Jabon Artesanal de Aguacate (Megamix);;;;;;
Jabon Artesanal Hiel de Toro (Megamix);;;;;;
JABON AVENA Y MIEL 125GR (INDIO PAPAGO)           ;;;;;;
Jabon Avena, Trigo, Miel 120g (Dina);;;;;;
Jabon Azufre Con Aloe Vera 90g (Prosa);;;;;;
JABON BABA DE CARACOL 100GR (VIDA HERBAL);;;;;;
JABON BABA DE CARACOL 125GR (INDIO PAPAGO)        ;;;;;;
JABON CACAHUANANCHE 125GR (INDIO PAPAGO)          ;;;;;;
JABON CALENDULA 125GR (INDIO PAPAGO)              ;;;;;;
JABON CHILE 125GR (INDIO PAPAGO)                  ;;;;;;
Jabon Chile de Arbol 120gr (Dina);;;;;;
JABON CON ARCILLA VERDE 100GR (GIZEH)             ;;;;;;
JABON CONCHA NACAR 125GR (INDIO PAPAGO)           ;;;;;;
JABON CREMOSO EXTRA C/COLAGENO 125GR(INDIO PAPAGO);;;;;;
Jabon de Algas 90g (Prosa) (USA);;;;;;
Jabon de Avena 90gr (Prosa) (USA);;;;;;
Jabon de Cacahuananche con Aloe Vera 90gr (Prosa) (USA);;;;;;
Jabon de Calendula 120gr (Dina);;;;;;
Jabon de Colageno 120gr (Dina);;;;;;
Jabon de Creolina (Dina);;;;;;
Jabon de Escencias 100g;;;;;;
Jabon de Escencias Doble 100g;;;;;;
Jabon de Jitomate 120gr (Dina);;;;;;
JABON DE TEPEZCOHUITE 125G (INDIO PAPAGO)         ;;;;;;
JABON DE TEPEZCOHUITE 200GR                       ;;;;;;
Jabon del Perro Agradecido 120gr (Dina);;;;;;
Jabon Derma Organic 100g;;;;;;
JABON DOBLE SUERTE RAPIDA (FLOR DE LUJO);;;;;;
JABON GALLINA NEGRA (FLOR DE LUJO);;;;;;
Jabon H-Fin 100g (Dina);;;;;;
JABON HIEL DE TORO (LA SALUD ES PRIMERO);;;;;;
Jabon Hongosan Premium Plus (Producto Homeopatico );;;;;;
JABON JITOMATE 125G (INDIO PAPAGO)                ;;;;;;
JABON LECHE DE BURRA 125GR (INDIO PAPAGO)         ;;;;;;
JABON LECHE DE BURRA BODY CREAM ;;;;;;
Jabon Limpia Piel 100g;;;;;;
JABON LIMPIAS 90GR (FLOR DE LUJO);;;;;;
JABON MIEL DE AMOR ELLAS/FERONOMAS ;;;;;;
JABON NEUTRO 100G (GRISI);;;;;;
JABON NEUTRO 125GR (INDIO PAPAGO)                ;;;;;;
JABON PARA PERROS 125G (INDIO PAPAGO);;;;;;
JABON PARA PIOJOS HR                              ;;;;;;
JABON PERROS CON CREOLINA 125GR (INDIO PAPAGO)    ;;;;;;
JABON RUDA DERMOLIMPIADOR 125GR (INDIO PAPAGO)    ;;;;;;
JABON SAN RAMON 80GR ;;;;;;
JABON TEPEZCOUITE (OCOTZAL);;;;;;
JABON TEPEZCOUITE 3.5 (DAP);;;;;;
Jabon Tepezcouite con Corteza Natural 90g (Prosa) (USA);;;;;;
JABON VERDE 120GR ;;;;;;
JABON VIBORA DE CASCABEL  (LA SALUD ES PRIMERO);;;;;;
JABON VIBORA DE CASCABEL (CELOFAN);;;;;;
JABON VIVBORA DE CASCABEL 120GR (NUTRIMEX);;;;;;
JABON ZABILA 125GR (INDIO PAPAGO)                 ;;;;;;
JABON ZABILA Y AZUFRE 125GR (INDIO PAPAGO)        ;;;;;;
JALEA REAL CON TIAMINA 650MG C/30 CAPS (SANDY);;;;;;
JERINGA 3ML 21X32 PLASTIPAK;;;INSUMOS MEDICOS ;;;
JERINGA 5ML 21X32 PLASTIPAK ;;;;;;
JUGO VERDE MIX 1 KILO ;;;;;;
JUGO VERDE MIX 2 KILOS ;;;;;;
K;;;;;;
